0.785	1.401	2.315	3.76	4.438	6.03	7.008	8.882	11.319	15.712
0.364	1.38	2.166	3.091	4.896	5.77	7.2	8.624	10.634	14.456
0.345	1.213	2.078	3.419	4.589	6.877	6.575	8.721	8.865	15.728
0.34	1.364	1.961	3.629	5.038	6.359	8.531	11.805	12.05	18.917
0.515	1.374	2.328	3.15	4.81	6.393	7.754	9.554	11.024	10.844
0.467	1.433	2.287	3.342	3.93	5.543	7.759	7.673	11.374	11.734
0.561	1.407	2.207	3.362	4.454	5.439	7.867	7.658	11.086	13.599
0.444	1.371	2.107	3.26	4.45	5.788	6.65	8.303	10.494	13.985
0.536	1.558	2.362	3.364	4.506	5.335	6.963	8.093	8.404	13.254
0.549	1.386	2.188	2.941	4.126	5.4	6.112	7.883	9.153	11.532
0.463	1.44	2.103	2.959	3.95	5.168	6.499	8.085	9.293	11.555
0.388	1.604	2.264	2.891	3.863	4.715	5.793	7.011	8.365	10.139
0.216	1.612	2.412	3.114	3.863	4.809	5.62	7.407	8.787	11.331
0.355	0.918	2.082	2.996	3.945	4.587	5.378	8.089	8.671	11.517
0.332	1.16	2.174	3.099	3.645	4.513	6.445	6.377	7.392	8.885
0.415	1.522	2.114	2.823	3.529	4.091	5.823	6.946	6.853	8.703
0.54	1.679	2.357	2.837	3.653	5.417	5.698	8.14	8.177	10.25
0.595	1.257	2.137	3.274	3.916	4.617	5.918	6.602	9.497	11.071
0.385	1.259	2.234	2.891	3.66	3.768	4.782	5.891	6.196	12.274
0.308	1.262	2.292	2.955	3.625	4.568	4.791	5.746	11.302	14.11
0.387	1.283	2.176	2.62	3.723	4.439	5.038	6.954	7.468	14.016
0.997	1.413	2.065	2.805	4.139	5.112	6.541	6.628	11.157	10.549
0.368	1.73	2.129	2.464	3.153	4.79	4.42	6.159	8.902	14.279
# Weight at age in catch kg sp2
0.1221	0.1902	0.2755	0.3952	0.5063	0.9269	NA	NA	NA	NA
0.1178	0.1954	0.2339	0.3108	0.353	0.728916667	NA	NA	NA	NA
0.1114	0.1659	0.2238	0.353	0.4329	0.6184	NA	NA	NA	NA
0.0847	0.1962	0.2488	0.4136	0.6988	0.848566667	NA	NA	NA	NA
0.14	0.219	0.2928	0.3619	0.5692	0.902675	NA	NA	NA	NA
0.1291	0.2089	0.2715	0.3356	0.3388	0.67985	NA	NA	NA	NA
0.1463	0.2153	0.2691	0.3206	0.4751	0.652366667	NA	NA	NA	NA
0.1075	0.1675	0.1987	0.2519	0.2788	0.95305	NA	NA	NA	NA
0.1149	0.1676	0.203	0.2435	0.2906	0.48448	NA	NA	NA	NA
0.124	0.1839	0.2556	0.2746	0.2944	0.839385714	NA	NA	NA	NA
0.1572	0.1978	0.2782	0.3081	0.3619	0.39052	NA	NA	NA	NA
0.1323	0.1968	0.2666	0.4226	0.405	0.4318	NA	NA	NA	NA
0.14	0.1807	0.2415	0.3361	0.4016	0.425125	NA	NA	NA	NA
0.1334	0.1816	0.2512	0.2976	0.412	0.792766667	NA	NA	NA	NA
0.1272	0.1528	0.2337	0.2906	0.3637	0.8285	NA	NA	NA	NA
0.0803	0.1458	0.1724	0.2725	0.3395	0.8123	NA	NA	NA	NA
0.0531	0.1346	0.1792	0.2424	0.3544	0.3861	NA	NA	NA	NA
0.0681	0.131	0.1933	0.2652	0.3873	0.60285	NA	NA	NA	NA
0.0673	0.1362	0.1832	0.2264	0.4918	0.33545	NA	NA	NA	NA
0.0658	0.125	0.1885	0.2392	0.3562	2.5676	NA	NA	NA	NA
0.0654	0.1205	0.2001	0.244	0.342	2.25265	NA	NA	NA	NA
0.0697	0.1435	0.1859	0.2735	0.647	2.06045	NA	NA	NA	NA
0.0459	0.1421	0.1877	0.2813	0.9371	1.7207	NA	NA	NA	NA
0.0292	0.1155	0.1478	0.2704	0.4462	2.3841	NA	NA	NA	NA
0.0788	0.1293	0.1683	0.2785	0.5876	1.3203	NA	NA	NA	NA
0.0524	0.1272	0.1597	0.3778	0.678	1.9239	NA	NA	NA	NA
0.0465	0.1038	0.1542	0.4008	0.6685	1.24435	NA	NA	NA	NA
0.0477	0.1333	0.1597	0.3115	0.799	1.4347	NA	NA	NA	NA
0.0591	0.13	0.1844	0.3523	0.8562	1.62395	NA	NA	NA	NA
0.0767	0.1313	0.1505	0.3341	0.6847	1.6176	NA	NA	NA	NA
0.065	0.1334	0.1651	0.2434	0.9217	1.590633333	NA	NA	NA	NA
0.0665	0.1092	0.1601	0.2569	0.9951	1.9052	NA	NA	NA	NA
0.093	0.1077	0.1274	0.2752	0.3973	1.05135	NA	NA	NA	NA
0.0976	0.1276	0.1379	0.2222	0.8232	1.0302	NA	NA	NA	NA
0.083	0.1464	0.1906	0.2329	0.3737	0.5497	NA	NA	NA	NA
0.0856	0.1194	0.2115	0.4089	0.5376	1.29805	NA	NA	NA	NA
0.0867	0.1267	0.1747	0.4608	0.6791	1.23315	NA	NA	NA	NA
0.05181715	0.16155213	0.2558618	0.4103371	0.8615	1.136383325	NA	NA	NA	NA
0.04970213	0.15465611	0.3409412	0.5175765	0.7428438	0.9233333	NA	NA	NA	NA
0.11662416	0.24069463	0.4357738	0.7331806	1.1394444	1.091	NA	NA	NA	NA
0.08639167	0.1843145	0.3391564	0.5167095	0.71354	1.255	NA	NA	NA	NA
0.07655971	0.18056306	0.3837231	0.6261293	0.8014479	1.1443254	NA	NA	NA	NA
0.04927041	0.14786423	0.3626217	0.6114513	0.8514545	1.1547159	NA	NA	NA	NA
# Weight at age in catch kg sp3
0.010796909	0.051965911	0.119243666	0.141517283	0.221791757	0.282272977	0.332014223	0.375447633	0.369052727	0.364582335
0.010042776	0.034437826	0.102553564	0.167581696	0.202699874	0.269648188	0.293054051	0.330968033	0.342064063	0.364382462
0.019127254	0.043482134	0.103106104	0.176617271	0.206011185	0.244845944	0.291049451	0.294022653	0.335266697	0.358975592
0.012886719	0.006464471	0.090956834	0.166509375	0.19689801	0.224489964	0.261338931	0.289954658	0.332629439	0.337180183
0.011434458	0.033195358	0.081360896	0.14906381	0.183359824	0.209999473	0.226906813	0.2682638	0.28991472	0.310236397
0.012393772	0.031681478	0.088145025	0.153755884	0.190242219	0.215679393	0.236099459	0.249640979	0.267085641	0.296033192
5.44E-05	0.014059898	0.062318671	0.161622973	0.21512155	0.239114551	0.262593752	0.288008604	0.292885846	0.30484862
0.011643329	0.038599097	0.083502729	0.133646056	0.220327455	0.271284674	0.288977455	0.310152978	0.254173489	0.334040032
0.012886719	0.024042142	0.086356559	0.165302859	0.185986805	0.239485178	0.320270075	0.33190454	0.379357183	0.323942448
0.016895966	0.039289337	0.115277361	0.187811053	0.229846059	0.253858953	0.305512496	0.331392358	0.345918935	0.404228647
0.017711452	0.041643115	0.13366683	0.203746369	0.261000748	0.290325329	0.32437025	0.354413115	0.388574312	0.371976333
0.022518446	0.051571154	0.12452292	0.169998668	0.217574414	0.259836373	0.298887346	0.3270342	0.317823546	0.380585311
0.01918126	0.021168681	0.124922862	0.185965635	0.208181962	0.233890059	0.287518369	0.297026493	0.292208142	0.4076055
0.018157642	0.048597911	0.108781561	0.1561853	0.207657402	0.224779545	0.245810618	0.236609493	0.286137941	0.275581993
0.014538018	0.041940843	0.097803671	0.140569778	0.176298257	0.216198519	0.231941789	0.232585245	0.240135699	0.274727424
0.014657615	0.034202595	0.108319104	0.136058139	0.159919371	0.193499102	0.223638474	0.238645269	0.240360917	0.273785748
0.000814162	0.03240695	0.076207206	0.146169164	0.175545387	0.207428715	0.250148937	0.280348711	0.266470597	0.293416825
0.012041859	0.041310088	0.096208434	0.149993164	0.186342282	0.208447122	0.227336251	0.254049868	0.279855624	0.286339069
0.012041859	0.030419793	0.072000905	0.135660011	0.163782903	0.197821432	0.21542771	0.230350848	0.241246472	0.253307688
0.012041859	0.021233189	0.079400525	0.125878422	0.151437565	0.173853277	0.200280938	0.217868292	0.228287625	0.248317115
0.012041859	0.037484312	0.092965474	0.130729349	0.149336614	0.174015666	0.201822453	0.231801602	0.255901295	0.283998852
0.012041859	0.043337302	0.08130817	0.117508398	0.136450785	0.156010872	0.175820329	0.207226107	0.240759858	0.274597021
0.023476229	0.052685338	0.091029333	0.113230495	0.135296572	0.148567148	0.158868245	0.179512054	0.209708121	0.252495581
0.025390335	0.052859404	0.084714178	0.118687008	0.145863065	0.163943451	0.18021654	0.196564366	0.218687954	0.233451927
0.017418372	0.054337692	0.085913424	0.116309838	0.144541106	0.166733288	0.181312099	0.197132602	0.238280832	0.28780389
0.024209056	0.035700776	0.076646413	0.107498769	0.128622191	0.152066624	0.169684101	0.190271519	0.195150771	0.22334209
0.027083776	0.05631039	0.085598273	0.113881416	0.130304302	0.147545463	0.174411636	0.192481577	0.200249682	0.268043108
0.024209056	0.068662507	0.102917472	0.127936129	0.145800993	0.158703454	0.182270537	0.20363166	0.220928508	0.227490792
0.032738431	0.056828094	0.095816801	0.126469405	0.147474291	0.160971296	0.17393087	0.20034154	0.218839572	0.247388266
0.02370521	0.057377255	0.09405795	0.119430716	0.136480326	0.157727573	0.168946785	0.180469722	0.201660578	0.204499474
0.023426067	0.059641658	0.089635218	0.130443185	0.148724557	0.165827828	0.184596491	0.19139463	0.203510376	0.235313686
0.008704757	0.04838899	0.091543486	0.124737777	0.151688989	0.165317963	0.18708328	0.196335173	0.21147305	0.229148883
0.024209056	0.04803613	0.08463934	0.122833154	0.149097515	0.169957453	0.187279727	0.204747522	0.212959383	0.262274654
0.024209056	0.059070709	0.082604558	0.119683237	0.148760722	0.174530631	0.192065007	0.205790499	0.211115314	0.228584605
0.024209056	0.06366572	0.091708225	0.11856037	0.141349369	0.162315344	0.188109673	0.190427962	0.202692085	0.202633585
0.024209056	0.068336731	0.102572618	0.12909625	0.150868928	0.167948758	0.178520098	0.19214253	0.200514154	0.209748415
0.024209056	0.058931663	0.09084943	0.132669053	0.156444987	0.171056532	0.183008097	0.198959088	0.202478156	0.208119431
0.024209056	0.046110221	0.075466743	0.11026717	0.140648021	0.160196764	0.173242898	0.180661312	0.191028443	0.187517084
0.028625619	0.049627145	0.068764843	0.097444039	0.135388664	0.159145357	0.186939636	0.210274949	0.222527152	0.230400784
0.031521761	0.050404854	0.084671184	0.096563111	0.109697691	0.144832536	0.159698746	0.176375899	0.188682914	0.187832486
0.024209056	0.057732274	0.071893799	0.106191059	0.117861288	0.128243281	0.152357285	0.17760501	0.178261128	0.251526161
0.024209056	0.061874631	0.095762048	0.106054094	0.143964653	0.145494439	0.150541827	0.197687534	0.226253984	0.230400784
# Weight at age in SSB kg sp1 (5 years averages taken for missing data)
0.3795	0.9007	1.75188	2.85006	3.99188	5.60124	7.25778	8.72652	10.10008	14.97022
0.3795	0.9007	1.75188	2.85006	3.99188	5.60124	7.25778	8.72652	10.10008	14.97022
0.3795	0.9007	1.75188	2.85006	3.99188	5.60124	7.25778	8.72652	10.10008	14.97022
0.3795	0.9007	1.75188	2.85006	3.99188	5.60124	7.25778	8.72652	10.10008	14.97022
0.3795	0.9007	1.75188	2.85006	3.99188	5.60124	7.25778	8.72652	10.10008	14.97022
0.3048	0.9566	1.7695	2.777	2.8866	5.1593	5.4354	7.8834	9.0644	14.0744
0.3866	0.8281	1.5285	3.1251	4.0109	5.2565	7.6079	8.2732	9.1521	14.0065
0.3673	0.9055	1.8061	2.5954	4.7801	5.7141	7.6426	9.4851	9.7511	14.0451
0.403	0.9004	1.7866	2.8614	4.081	6.2448	7.5589	8.8461	11.5989	17.096
0.4358	0.9129	1.8687	2.8914	4.2008	5.6315	8.0441	9.1448	10.9339	15.6291
0.4461	0.9569	1.8036	2.8699	4.1665	5.7176	7.3979	9.8044	10.6807	15.5762
0.4576	1.0108	1.8692	2.9437	4.0841	5.5548	7.374	9.0704	10.7499	14.0524
0.5138	0.9323	1.7546	3.0181	4.2271	5.5839	7.2158	9.2882	10.7579	13.9359
0.4943	0.9941	1.7827	2.651	4.4526	5.8309	7.3113	8.9014	11.2299	14.2689
0.4609	1.0023	1.8353	3.1007	4.4038	6.382	7.7757	9.203	10.6012	15.0424
0.3422	0.9714	1.7981	2.8454	4.551	6.1198	8.1159	9.3412	10.6247	14.488
0.2821	0.9038	1.7347	2.8634	4.1052	5.733	7.1453	9.129	10.4303	13.526
0.3133	0.86	1.8712	2.7158	4.1602	5.5872	7.1845	9.0993	10.3944	13.525
0.5748	0.8852	1.919	2.8526	4.0224	5.2684	6.789	8.7547	10.5554	14.4293
0.6044	1.0401	1.855	3.0336	3.8909	5.3099	6.3741	8.1504	10.3556	15.7121
0.2012	1.0266	1.7347	2.6707	4.2804	5.0529	6.5803	7.761	9.7092	14.3095
0.1575	0.6652	1.6656	2.7093	3.7594	5.7903	6.1439	7.9178	8.7052	15.7281
0.1564	0.6608	1.5358	2.736	4.1309	5.3755	7.5832	8.7756	10.2014	18.9171
0.3077	0.6676	1.773	2.4766	4.1639	5.6477	6.9847	8.934	11.3789	10.8441
0.2577	0.859	1.7745	2.7812	3.51	5.1528	7.0073	7.6875	10.4119	11.7344
0.3506	0.7995	1.7774	2.7649	3.841	4.6068	6.5813	7.6632	9.2023	13.5989
0.2433	0.8661	1.7214	2.6761	3.8543	5.0577	5.9993	8.0562	8.9291	13.9853
0.3191	0.836	1.7908	2.6553	3.8212	4.8583	6.3362	7.3264	8.3444	13.254
0.3379	0.8514	1.8389	2.6324	3.7159	4.9193	5.7007	7.399	8.5923	11.5319
0.2479	0.8862	1.7091	2.538	3.408	4.6124	5.9175	7.0272	8.5539	11.5002
0.167	0.8613	1.7953	2.4601	3.3729	4.2986	5.4659	6.746	8.2242	10.1391
0.0963	0.7593	1.9617	2.6385	3.3308	4.3003	5.1223	6.5429	7.8459	11.2934
0.1294	0.4293	1.819	2.6579	3.4776	4.1748	5.0532	6.7156	8.0512	11.3806
0.1297	0.5481	1.4055	2.5173	3.2717	4.1987	5.3964	5.8277	7.7064	9.0013
0.1122	0.6703	1.5414	2.4741	3.3031	3.8488	5.1184	6.685	6.6114	8.6937
0.3346	0.6815	1.8927	2.4415	3.2005	4.3555	4.8198	6.8698	7.5365	10.2684
0.3508	0.8636	1.8974	2.7881	3.3172	4.11	5.7415	6.1416	8.7314	11.4192
0.1986	0.8026	1.7502	2.4822	3.4761	3.8224	4.7009	6.0012	6.3982	12.2702
0.1112	0.6703	1.667	2.5482	3.223	4.0777	4.2376	5.2278	8.1584	14.1104
0.22148	0.73766	1.74974	2.54682	3.30398	4.04288	4.92364	6.18508	7.48718	11.35238
0.22148	0.73766	1.74974	2.54682	3.30398	4.04288	4.92364	6.18508	7.48718	11.35238
0.22148	0.73766	1.74974	2.54682	3.30398	4.04288	4.92364	6.18508	7.48718	11.35238
# Weight at age in SSB kg sp2 (same than catch because not available)
0.1221	0.1902	0.2755	0.3952	0.5063	0.9269	NA	NA	NA	NA
0.1178	0.1954	0.2339	0.3108	0.353	0.728916667	NA	NA	NA	NA
0.1114	0.1659	0.2238	0.353	0.4329	0.6184	NA	NA	NA	NA
0.0847	0.1962	0.2488	0.4136	0.6988	0.848566667	NA	NA	NA	NA
0.14	0.219	0.2928	0.3619	0.5692	0.902675	NA	NA	NA	NA
0.1291	0.2089	0.2715	0.3356	0.3388	0.67985	NA	NA	NA	NA
0.1463	0.2153	0.2691	0.3206	0.4751	0.652366667	NA	NA	NA	NA
0.1075	0.1675	0.1987	0.2519	0.2788	0.95305	NA	NA	NA	NA
0.1149	0.1676	0.203	0.2435	0.2906	0.48448	NA	NA	NA	NA
0.124	0.1839	0.2556	0.2746	0.2944	0.839385714	NA	NA	NA	NA
0.1572	0.1978	0.2782	0.3081	0.3619	0.39052	NA	NA	NA	NA
0.1323	0.1968	0.2666	0.4226	0.405	0.4318	NA	NA	NA	NA
0.14	0.1807	0.2415	0.3361	0.4016	0.425125	NA	NA	NA	NA
0.1334	0.1816	0.2512	0.2976	0.412	0.792766667	NA	NA	NA	NA
0.1272	0.1528	0.2337	0.2906	0.3637	0.8285	NA	NA	NA	NA
0.0803	0.1458	0.1724	0.2725	0.3395	0.8123	NA	NA	NA	NA
0.0531	0.1346	0.1792	0.2424	0.3544	0.3861	NA	NA	NA	NA
0.0681	0.131	0.1933	0.2652	0.3873	0.60285	NA	NA	NA	NA
0.0673	0.1362	0.1832	0.2264	0.4918	0.33545	NA	NA	NA	NA
0.0658	0.125	0.1885	0.2392	0.3562	2.5676	NA	NA	NA	NA
0.0654	0.1205	0.2001	0.244	0.342	2.25265	NA	NA	NA	NA
0.0697	0.1435	0.1859	0.2735	0.647	2.06045	NA	NA	NA	NA
0.0459	0.1421	0.1877	0.2813	0.9371	1.7207	NA	NA	NA	NA
0.0292	0.1155	0.1478	0.2704	0.4462	2.3841	NA	NA	NA	NA
0.0788	0.1293	0.1683	0.2785	0.5876	1.3203	NA	NA	NA	NA
0.0524	0.1272	0.1597	0.3778	0.678	1.9239	NA	NA	NA	NA
0.0465	0.1038	0.1542	0.4008	0.6685	1.24435	NA	NA	NA	NA
0.0477	0.1333	0.1597	0.3115	0.799	1.4347	NA	NA	NA	NA
0.0591	0.13	0.1844	0.3523	0.8562	1.62395	NA	NA	NA	NA
0.0767	0.1313	0.1505	0.3341	0.6847	1.6176	NA	NA	NA	NA
0.065	0.1334	0.1651	0.2434	0.9217	1.590633333	NA	NA	NA	NA
0.0665	0.1092	0.1601	0.2569	0.9951	1.9052	NA	NA	NA	NA
0.093	0.1077	0.1274	0.2752	0.3973	1.05135	NA	NA	NA	NA
0.0976	0.1276	0.1379	0.2222	0.8232	1.0302	NA	NA	NA	NA
0.083	0.1464	0.1906	0.2329	0.3737	0.5497	NA	NA	NA	NA
0.0856	0.1194	0.2115	0.4089	0.5376	1.29805	NA	NA	NA	NA
0.0867	0.1267	0.1747	0.4608	0.6791	1.23315	NA	NA	NA	NA
0.05181715	0.16155213	0.2558618	0.4103371	0.8615	1.136383325	NA	NA	NA	NA
0.04970213	0.15465611	0.3409412	0.5175765	0.7428438	0.9233333	NA	NA	NA	NA
0.11662416	0.24069463	0.4357738	0.7331806	1.1394444	1.091	NA	NA	NA	NA
0.08639167	0.1843145	0.3391564	0.5167095	0.71354	1.255	NA	NA	NA	NA
0.07655971	0.18056306	0.3837231	0.6261293	0.8014479	1.1443254	NA	NA	NA	NA
0.04927041	0.14786423	0.3626217	0.6114513	0.8514545	1.1547159	NA	NA	NA	NA
# Weight at age in SSB kg sp3
0.011	0.051	0.133	0.17	0.238	0.295	0.352	0.387	0.387	0.387
0.008	0.045	0.124	0.169	0.196	0.27	0.29	0.318	0.318	0.318
0.015	0.055	0.133	0.188	0.211	0.248	0.295	0.298	0.298	0.298
0.015	0.088	0.132	0.184	0.21	0.236	0.278	0.325	0.325	0.325
0.013	0.045	0.131	0.175	0.215	0.243	0.249	0.281	0.281	0.281
0.032	0.05	0.119	0.178	0.208	0.239	0.252	0.261	0.261	0.261
0.015	0.073	0.133	0.187	0.229	0.253	0.302	0.308	0.308	0.308
0.007	0.054	0.104	0.185	0.25	0.294	0.319	0.332	0.332	0.332
0.015	0.039	0.135	0.192	0.236	0.301	0.339	0.36	0.36	0.36
0.017	0.05	0.139	0.2	0.24	0.272	0.328	0.341	0.341	0.341
0.024	0.069	0.144	0.214	0.265	0.297	0.332	0.358	0.358	0.358
0.007	0.064	0.14	0.193	0.239	0.286	0.313	0.343	0.343	0.343
0.005	0.047	0.146	0.208	0.237	0.268	0.318	0.348	0.348	0.348
0.032	0.057	0.116	0.176	0.227	0.252	0.271	0.252	0.252	0.252
0.01	0.068	0.108	0.159	0.202	0.238	0.256	0.273	0.273	0.273
0.027	0.066	0.117	0.154	0.192	0.229	0.264	0.272	0.272	0.272
0.023	0.068	0.116	0.172	0.201	0.232	0.26	0.289	0.289	0.289
0.023	0.062	0.106	0.156	0.189	0.216	0.233	0.255	0.255	0.255
0.023	0.063	0.096	0.142	0.171	0.205	0.225	0.239	0.239	0.239
0.023	0.06	0.101	0.135	0.164	0.19	0.22	0.238	0.238	0.238
0.023	0.047	0.096	0.137	0.156	0.18	0.209	0.238	0.238	0.238
0.023	0.054	0.086	0.12	0.138	0.159	0.18	0.213	0.213	0.213
0.027	0.051	0.095	0.123	0.145	0.162	0.175	0.196	0.196	0.196
0.028	0.055	0.088	0.125	0.15	0.171	0.188	0.204	0.204	0.204
0.01	0.056	0.091	0.124	0.153	0.175	0.194	0.208	0.208	0.208
0.026	0.052	0.092	0.117	0.138	0.164	0.187	0.208	0.208	0.208
0.026	0.06	0.091	0.123	0.14	0.157	0.186	0.205	0.205	0.205
0.026	0.065	0.111	0.137	0.156	0.172	0.198	0.224	0.224	0.224
0.033	0.056	0.099	0.134	0.153	0.166	0.181	0.204	0.204	0.204
0.03	0.059	0.099	0.126	0.143	0.167	0.183	0.192	0.192	0.192
0.027	0.059	0.099	0.137	0.153	0.171	0.192	0.195	0.195	0.195
0.026	0.047	0.091	0.129	0.155	0.173	0.194	0.223	0.223	0.223
0.026	0.054	0.087	0.131	0.159	0.183	0.199	0.214	0.214	0.214
0.026	0.062	0.089	0.133	0.163	0.184	0.203	0.212	0.212	0.212
0.026	0.064	0.106	0.14	0.164	0.184	0.203	0.242	0.242	0.242
0.026	0.068	0.106	0.135	0.162	0.175	0.188	0.202	0.202	0.202
0.026	0.057	0.095	0.138	0.159	0.179	0.191	0.208	0.208	0.208
0.026	0.043	0.089	0.121	0.147	0.168	0.183	0.202	0.202	0.202
0.026	0.048	0.076	0.111	0.143	0.169	0.186	0.217	0.217	0.217
0.032	0.049	0.09	0.107	0.123	0.155	0.188	0.211	0.211	0.211
0.026	0.061	0.09	0.124	0.132	0.144	0.18	0.201	0.201	0.201
0	0.066	0.106	0.119	0.155	0.158	0.165	0.213	0.213	0.213
# Prop mature at age sp1
0.02	0.19	0.7	0.96	1	1	1	1	1	1
0.02	0.17	0.68	0.96	1	1	1	1	1	1
0.05	0.25	0.67	0.93	0.99	1	1	1	1	1
0.06	0.28	0.71	0.94	0.99	1	1	1	1	1
0.09	0.34	0.73	0.94	0.99	1	1	1	1	1
0.08	0.33	0.75	0.95	0.99	1	1	1	1	1
0.07	0.34	0.78	0.96	0.99	1	1	1	1	1
0.09	0.38	0.79	0.96	0.99	1	1	1	1	1
0.09	0.38	0.79	0.96	0.99	1	1	1	1	1
0.08	0.36	0.79	0.96	0.99	1	1	1	1	1
0.08	0.41	0.85	0.98	1	1	1	1	1	1
0.13	0.49	0.87	0.98	1	1	1	1	1	1
0.18	0.59	0.91	0.99	1	1	1	1	1	1
0.16	0.58	0.91	0.99	1	1	1	1	1	1
0.2	0.59	0.89	0.98	1	1	1	1	1	1
0.25	0.64	0.9	0.98	1	1	1	1	1	1
0.2	0.61	0.91	0.98	1	1	1	1	1	1
0.12	0.46	0.85	0.97	1	1	1	1	1	1
0.13	0.53	0.89	0.98	1	1	1	1	1	1
0.09	0.47	0.89	0.99	1	1	1	1	1	1
0.04	0.43	0.93	1	1	1	1	1	1	1
0.04	0.41	0.92	1	1	1	1	1	1	1
0.04	0.5	0.96	1	1	1	1	1	1	1
0.05	0.48	0.95	1	1	1	1	1	1	1
0.1	0.57	0.94	0.99	1	1	1	1	1	1
0.09	0.56	0.94	1	1	1	1	1	1	1
0.07	0.51	0.93	0.99	1	1	1	1	1	1
0.07	0.51	0.94	1	1	1	1	1	1	1
0.08	0.5	0.93	0.99	1	1	1	1	1	1
0.07	0.43	0.88	0.99	1	1	1	1	1	1
0.04	0.33	0.84	0.98	1	1	1	1	1	1
0.07	0.38	0.83	0.98	1	1	1	1	1	1
0.06	0.36	0.83	0.98	1	1	1	1	1	1
0.05	0.35	0.84	0.98	1	1	1	1	1	1
0.04	0.37	0.88	0.99	1	1	1	1	1	1
0.04	0.35	0.86	0.99	1	1	1	1	1	1
0.03	0.31	0.87	0.99	1	1	1	1	1	1
0.02	0.27	0.85	0.99	1	1	1	1	1	1
0.03	0.32	0.89	0.99	1	1	1	1	1	1
0.03	0.31	0.88	0.99	1	1	1	1	1	1
0.02	0.32	0.9	0.99	1	1	1	1	1	1
0.04	0.37	0.9	0.99	1	1	1	1	1	1
# Prop mature at age sp2
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
0	0.5	1	1	1	1	1	1	1	1
