"","svspp","seacat","year","nstom","meansw","num_tows","variance","cv","prey","totwt","relmsw","ci","relci","bottemp","tempvar","num_ctds"
"71",15,"FALL",1983,788,0.00892044361818065,85,6.81802017278084e-05,0.925641224825153,"MERBIL",15.7743301018836,0.0565503800197226,0.00179122306855082,0.011355303565867,10.3596826761219,8.33823549137083,212
"72",15,"FALL",1983,788,0,85,0,0,"GADMOR",15.7743301018836,0,0,0,10.3596826761219,8.33823549137083,212
"73",15,"FALL",1983,788,0,85,0,0,"CLUHAR",15.7743301018836,0,0,0,10.3596826761219,8.33823549137083,212
"74",15,"FALL",1983,788,0,85,0,0,"PLEAME",15.7743301018836,0,0,0,10.3596826761219,8.33823549137083,212
"75",15,"FALL",1984,785,0.190462056000792,67,0.0418170225438953,1.07366324322455,"PLEAME",15.8262743524529,1.20345478511986,0.04996537460419,0.315711540767306,10.6265918275707,7.68425418569254,73
"76",15,"FALL",1984,785,0.302387454239636,67,0.0626080606582168,0.827468284388432,"MERBIL",15.8262743524529,1.91066733398799,0.0611375062147794,0.386303844184932,10.6265918275707,7.68425418569254,73
"77",15,"FALL",1984,785,0,67,0,0,"LOPAME",15.8262743524529,0,0,0,10.6265918275707,7.68425418569254,73
"78",15,"FALL",1984,785,0.0789057089146136,67,0.0073159949573425,1.08399748028741,"SCOSCO",15.8262743524529,0.498574125263942,0.0208991822411502,0.132053708761285,10.6265918275707,7.68425418569254,73
"79",15,"FALL",1984,785,0,67,0,0,"SQUACA",15.8262743524529,0,0,0,10.6265918275707,7.68425418569254,73
"80",15,"FALL",1984,785,0,67,0,0,"LIMFER",15.8262743524529,0,0,0,10.6265918275707,7.68425418569254,73
"81",15,"FALL",1984,785,0.162209658585502,67,0.0134098343963679,0.713896079736054,"CLUHAR",15.8262743524529,1.02493900316066,0.0282946484010911,0.178782749312733,10.6265918275707,7.68425418569254,73
"82",15,"FALL",1984,785,15.0923094747123,67,13.8611612617425,0.246685774543998,"OTHER",15.8262743524529,95.3623647524675,0.90968786714258,5.74795967063208,10.6265918275707,7.68425418569254,73
"83",15,"FALL",1984,785,0,67,0,0,"MELAEG",15.8262743524529,0,0,0,10.6265918275707,7.68425418569254,73
"84",15,"FALL",1984,785,0,67,0,0,"GADMOR",15.8262743524529,0,0,0,10.6265918275707,7.68425418569254,73
"85",15,"FALL",1985,590,0.224375318714941,62,0.0565997750715961,1.06030856560871,"SQUACA",5.305454122571,4.22914445269409,0.0604284568040247,1.1389874534386,10.1912645769091,9.5296149068323,70
"86",15,"FALL",1985,590,0,62,0,0,"LIMFER",5.305454122571,0,0,0,10.1912645769091,9.5296149068323,70
"87",15,"FALL",1985,590,0,62,0,0,"SCOSCO",5.305454122571,0,0,0,10.1912645769091,9.5296149068323,70
"88",15,"FALL",1985,590,0.0463723959451499,62,0.00073387277080388,0.58418560561137,"MERBIL",5.305454122571,0.874051398312309,0.00688088877794459,0.129694624041158,10.1912645769091,9.5296149068323,70
"89",15,"FALL",1985,590,0.140234574196838,62,0.0221806368948035,1.06201806943176,"CLUHAR",5.305454122571,2.64321528293381,0.0378286773747485,0.713014880551202,10.1912645769091,9.5296149068323,70
"90",15,"FALL",1985,590,0.0803452077414342,62,0.00573700145251223,0.942719524805737,"GADMOR",5.305454122571,1.51438888896657,0.0192387402386053,0.362621931961638,10.1912645769091,9.5296149068323,70
"91",15,"FALL",1985,590,0.0897501274859765,62,0.00912693867304885,1.06445545525538,"PLEAME",5.305454122571,1.69165778107764,0.0242659175202572,0.457376823164348,10.1912645769091,9.5296149068323,70
"92",15,"FALL",1985,590,0,62,0,0,"MELAEG",5.305454122571,0,0,0,10.1912645769091,9.5296149068323,70
"93",15,"FALL",1985,590,4.72437649848666,62,2.42902768921407,0.329891960828722,"OTHER",5.305454122571,89.0475421960156,0.395867987870025,7.46152881024611,10.1912645769091,9.5296149068323,70
"94",15,"FALL",1985,590,0,62,0,0,"LOPAME",5.305454122571,0,0,0,10.1912645769091,9.5296149068323,70
"95",15,"FALL",1986,482,0,47,0,0,"PLEAME",12.790292865723,0,0,0,9.35837782671752,7.56846657316503,93
"96",15,"FALL",1986,482,12.6943564113118,47,43.3167566735183,0.518462414687368,"OTHER",12.790292865723,99.2499276176207,1.9200345004329,15.0116539205951,9.35837782671752,7.56846657316503,93
"97",15,"FALL",1986,482,0,47,0,0,"LOPAME",12.790292865723,0,0,0,9.35837782671752,7.56846657316503,93
"98",15,"FALL",1986,482,0,47,0,0,"GADMOR",12.790292865723,0,0,0,9.35837782671752,7.56846657316503,93
"99",15,"FALL",1986,482,0,47,0,0,"LIMFER",12.790292865723,0,0,0,9.35837782671752,7.56846657316503,93
"100",15,"FALL",1986,482,0.032590725664187,47,0.000678041323135255,0.798976582832913,"MERBIL",12.790292865723,0.254808283174873,0.00759642314001461,0.0593920969579394,9.35837782671752,7.56846657316503,93
"101",15,"FALL",1986,482,0,47,0,0,"MELAEG",12.790292865723,0,0,0,9.35837782671752,7.56846657316503,93
"102",15,"FALL",1986,482,0,47,0,0,"SCOSCO",12.790292865723,0,0,0,9.35837782671752,7.56846657316503,93
"103",15,"FALL",1986,482,0.0633457287470303,47,0.00293817798398201,0.855700357337879,"CLUHAR",12.790292865723,0.495264099204421,0.0158132128539531,0.123634486090082,9.35837782671752,7.56846657316503,93
"104",15,"FALL",1986,482,0,47,0,0,"SQUACA",12.790292865723,0,0,0,9.35837782671752,7.56846657316503,93
"105",15,"FALL",1987,393,0,39,0,0,"MELAEG",4.67765487572816,0,0,0,9.62039386284322,9.41757192982456,76
"106",15,"FALL",1987,393,4.53263884218104,39,3.90070782878109,0.4357331430911,"OTHER",4.67765487572816,96.8998133167202,0.632512923048772,13.5220092087343,9.62039386284322,9.41757192982456,76
"107",15,"FALL",1987,393,0,39,0,0,"LOPAME",4.67765487572816,0,0,0,9.62039386284322,9.41757192982456,76
"108",15,"FALL",1987,393,0,39,0,0,"PLEAME",4.67765487572816,0,0,0,9.62039386284322,9.41757192982456,76
"109",15,"FALL",1987,393,0,39,0,0,"GADMOR",4.67765487572816,0,0,0,9.62039386284322,9.41757192982456,76
"110",15,"FALL",1987,393,0.0659348791317218,39,0.00282811513377551,0.806553775533505,"CLUHAR",4.67765487572816,1.40957126772757,0.0170312386702683,0.364097803765762,9.62039386284322,9.41757192982456,76
"111",15,"FALL",1987,393,0.0790811544153922,39,0.00576542112644994,0.960157585107214,"MERBIL",4.67765487572816,1.69061541555226,0.0243171800120502,0.519858361894749,9.62039386284322,9.41757192982456,76
"112",15,"FALL",1987,393,0,39,0,0,"LIMFER",4.67765487572816,0,0,0,9.62039386284322,9.41757192982456,76
"113",15,"FALL",1987,393,0,39,0,0,"SQUACA",4.67765487572816,0,0,0,9.62039386284322,9.41757192982456,76
"114",15,"FALL",1987,393,0,39,0,0,"SCOSCO",4.67765487572816,0,0,0,9.62039386284322,9.41757192982456,76
"115",15,"FALL",1988,629,0,62,0,0,"SQUACA",5.10186798146311,0,0,0,8.95945399844829,9.73654621848739,85
"116",15,"FALL",1988,629,0,62,0,0,"SCOSCO",5.10186798146311,0,0,0,8.95945399844829,9.73654621848739,85
"117",15,"FALL",1988,629,0.117028887475407,62,0.0054854278021356,0.632866598744026,"MERBIL",5.10186798146311,2.29384389993261,0.0188121920009263,0.36873145422966,8.95945399844829,9.73654621848739,85
"118",15,"FALL",1988,629,0.220780926195703,62,0.0162650435017967,0.57765171048145,"CLUHAR",5.10186798146311,4.32745274863792,0.0323937902270976,0.634939797438815,8.95945399844829,9.73654621848739,85
"119",15,"FALL",1988,629,0,62,0,0,"PLEAME",5.10186798146311,0,0,0,8.95945399844829,9.73654621848739,85
"120",15,"FALL",1988,629,0,62,0,0,"MELAEG",5.10186798146311,0,0,0,8.95945399844829,9.73654621848739,85
"121",15,"FALL",1988,629,0,62,0,0,"GADMOR",5.10186798146311,0,0,0,8.95945399844829,9.73654621848739,85
"122",15,"FALL",1988,629,4.764058167792,62,3.06478032713038,0.367470618355922,"OTHER",5.10186798146311,93.3787033514295,0.444665900469858,8.71574690065455,8.95945399844829,9.73654621848739,85
"123",15,"FALL",1988,629,0,62,0,0,"LOPAME",5.10186798146311,0,0,0,8.95945399844829,9.73654621848739,85
"124",15,"FALL",1988,629,0,62,0,0,"LIMFER",5.10186798146311,0,0,0,8.95945399844829,9.73654621848739,85
"125",15,"FALL",1989,796,6.77202014006384,55,2.40281360243455,0.22889789556356,"OTHER",7.07725310938573,95.6871265644422,0.418031195219996,5.90668708267067,9.36883505790447,8.41325,81
"126",15,"FALL",1989,796,0,55,0,0,"LIMFER",7.07725310938573,0,0,0,9.36883505790447,8.41325,81
"127",15,"FALL",1989,796,0,55,0,0,"PLEAME",7.07725310938573,0,0,0,9.36883505790447,8.41325,81
"128",15,"FALL",1989,796,0,55,0,0,"MELAEG",7.07725310938573,0,0,0,9.36883505790447,8.41325,81
"129",15,"FALL",1989,796,0,55,0,0,"GADMOR",7.07725310938573,0,0,0,9.36883505790447,8.41325,81
"130",15,"FALL",1989,796,0,55,0,0,"SQUACA",7.07725310938573,0,0,0,9.36883505790447,8.41325,81
"131",15,"FALL",1989,796,0,55,0,0,"LOPAME",7.07725310938573,0,0,0,9.36883505790447,8.41325,81
"132",15,"FALL",1989,796,0.00184098415839651,55,2.75103693247138e-06,0.900944750148984,"MERBIL",7.07725310938573,0.0260126934835074,0.000447297902153191,0.00632021909121764,9.36883505790447,8.41325,81
"133",15,"FALL",1989,796,0.303391985163491,55,0.0460282752197121,0.707144628752061,"CLUHAR",7.07725310938573,4.28686074207432,0.0578576781859588,0.8175160234022,9.36883505790447,8.41325,81
"134",15,"FALL",1989,796,0,55,0,0,"SCOSCO",7.07725310938573,0,0,0,9.36883505790447,8.41325,81
"135",15,"FALL",1990,727,0,85,0,0,"MELAEG",8.59012760316672,0,0,0,7.13953882230328,3.17884057971014,24
"136",15,"FALL",1990,727,0,85,0,0,"PLEAME",8.59012760316672,0,0,0,7.13953882230328,3.17884057971014,24
"137",15,"FALL",1990,727,0.147935631782671,85,0.0206040133955936,0.970293497648232,"LIMFER",8.59012760316672,1.72215872239354,0.0311384108518863,0.362490667081677,7.13953882230328,3.17884057971014,24
"138",15,"FALL",1990,727,2.27946764647467,85,3.37316042470996,0.805721709938466,"CLUHAR",8.59012760316672,26.5358997185834,0.398418073338574,4.63809260751492,7.13953882230328,3.17884057971014,24
"139",15,"FALL",1990,727,6.09599404510859,85,8.9426134609411,0.490554987345463,"OTHER",8.59012760316672,70.9651163140036,0.648713240769887,7.55184638387375,7.13953882230328,3.17884057971014,24
"140",15,"FALL",1990,727,0.00758150113722517,85,6.57483627123881e-05,1.06951595247975,"GADMOR",8.59012760316672,0.0882583063659063,0.00175898851566178,0.0204768613101083,7.13953882230328,3.17884057971014,24
"141",15,"FALL",1990,727,0,85,0,0,"LOPAME",8.59012760316672,0,0,0,7.13953882230328,3.17884057971014,24
"142",15,"FALL",1990,727,0,85,0,0,"SQUACA",8.59012760316672,0,0,0,7.13953882230328,3.17884057971014,24
"143",15,"FALL",1990,727,0.0197946102419188,85,0.000162684214063292,0.644355814615335,"SCOSCO",8.59012760316672,0.230434414438985,0.0027668985743293,0.0322102150532583,7.13953882230328,3.17884057971014,24
"144",15,"FALL",1990,727,0.0393541684216438,85,0.000677000579598251,0.661155751574419,"MERBIL",8.59012760316672,0.458132524214611,0.00564436451734149,0.0657075747659524,7.13953882230328,3.17884057971014,24
"145",15,"FALL",1991,1112,0.00614182021217197,131,4.13960274457871e-05,1.04756802462936,"LIMFER",12.2426860346984,0.0501672606384312,0.00112427791850561,0.00918326187014158,8.32090044525137,5.47615999138674,216
"146",15,"FALL",1991,1112,0,131,0,0,"MELAEG",12.2426860346984,0,0,0,8.32090044525137,5.47615999138674,216
"147",15,"FALL",1991,1112,0.00711135040280769,131,5.36489140171176e-05,1.02997904521969,"LOPAME",12.2426860346984,0.0580865210677836,0.00127989639391188,0.0104543757005969,8.32090044525137,5.47615999138674,216
"148",15,"FALL",1991,1112,0.000885172256532876,131,8.39301298806621e-07,1.03497808497989,"SQUACA",12.2426860346984,0.00723021283094337,0.000160085978693476,0.00130760503242309,8.32090044525137,5.47615999138674,216
"149",15,"FALL",1991,1112,9.37642897809283,131,2.71765950958967,0.175816671358743,"OTHER",12.2426860346984,76.5880048832258,0.288065912177167,2.35296332325052,8.32090044525137,5.47615999138674,216
"150",15,"FALL",1991,1112,0.00951367950865438,131,5.34623132462893e-05,0.768555714454958,"MERBIL",12.2426860346984,0.0777090867289299,0.00127766859775461,0.010436178744872,8.32090044525137,5.47615999138674,216
"151",15,"FALL",1991,1112,2.84260503422542,131,2.3058690351546,0.53419620429183,"CLUHAR",12.2426860346984,23.2188020355081,0.265345463149233,2.16737946556161,8.32090044525137,5.47615999138674,216
"152",15,"FALL",1991,1112,0,131,0,0,"PLEAME",12.2426860346984,0,0,0,8.32090044525137,5.47615999138674,216
"153",15,"FALL",1991,1112,0,131,0,0,"SCOSCO",12.2426860346984,0,0,0,8.32090044525137,5.47615999138674,216
"154",15,"FALL",1991,1112,0,131,0,0,"GADMOR",12.2426860346984,0,0,0,8.32090044525137,5.47615999138674,216
"155",15,"FALL",1992,1898,0.938856638273241,181,0.767706693099415,0.933250824161796,"MERBIL",15.4143064287949,6.0908133791826,0.13025319101716,0.845014932192079,9.30300586435708,8.41336614862218,248
"156",15,"FALL",1992,1898,0.00444104997307704,181,2.05738865367973e-05,1.02134510098449,"SCOSCO",15.4143064287949,0.0288112215336584,0.00067429335283323,0.00437446443632137,9.30300586435708,8.41336614862218,248
"157",15,"FALL",1992,1898,8.40775225965336,181,2.63700146746191,0.193141357406123,"OTHER",15.4143064287949,54.5451220818289,0.241404795983883,1.56610871270162,9.30300586435708,8.41336614862218,248
"158",15,"FALL",1992,1898,0,181,0,0,"GADMOR",15.4143064287949,0,0,0,9.30300586435708,8.41336614862218,248
"159",15,"FALL",1992,1898,0,181,0,0,"MELAEG",15.4143064287949,0,0,0,9.30300586435708,8.41336614862218,248
"160",15,"FALL",1992,1898,0,181,0,0,"LOPAME",15.4143064287949,0,0,0,9.30300586435708,8.41336614862218,248
"161",15,"FALL",1992,1898,6.05557116904279,181,15.576900830833,0.651756565720093,"CLUHAR",15.4143064287949,39.2853950128474,0.586720463541925,3.80633709503721,9.30300586435708,8.41336614862218,248
"162",15,"FALL",1992,1898,0.00335713051350224,181,1.17653248562841e-05,1.02172433214861,"PLEAME",15.4143064287949,0.0217793160464938,0.000509908991040951,0.00330802422669118,9.30300586435708,8.41336614862218,248
"163",15,"FALL",1992,1898,0.00432818133888545,181,1.1790549474463e-05,0.793344059757231,"SQUACA",15.4143064287949,0.0280789885609134,0.000510455315644671,0.00331156849646579,9.30300586435708,8.41336614862218,248
"164",15,"FALL",1992,1898,0,181,0,0,"LIMFER",15.4143064287949,0,0,0,9.30300586435708,8.41336614862218,248
"165",15,"FALL",1993,1157,0.0155766747955817,146,0.00014202455523561,0.765080205786554,"SCOSCO",7.5396550089505,0.206596651664967,0.00197258300334491,0.0261627753657589,8.96169022910035,9.49525321246535,212
"166",15,"FALL",1993,1157,0,146,0,0,"LIMFER",7.5396550089505,0,0,0,8.96169022910035,9.49525321246535,212
"167",15,"FALL",1993,1157,0.0267259750229852,146,0.000259407992152614,0.602640226859783,"MERBIL",7.5396550089505,0.354472120955908,0.00266590852771692,0.035358494845615,8.96169022910035,9.49525321246535,212
"168",15,"FALL",1993,1157,2.65896966872304,146,2.04758710892595,0.53815553330887,"CLUHAR",7.5396550089505,35.2664633271219,0.236850748271723,3.14140034246331,8.96169022910035,9.49525321246535,212
"169",15,"FALL",1993,1157,0.025010229250033,146,0.000304024805140978,0.697167024002085,"PLEAME",7.5396550089505,0.331715830768686,0.00288607808560184,0.0382786491182383,8.96169022910035,9.49525321246535,212
"170",15,"FALL",1993,1157,0,146,0,0,"MELAEG",7.5396550089505,0,0,0,8.96169022910035,9.49525321246535,212
"171",15,"FALL",1993,1157,0,146,0,0,"GADMOR",7.5396550089505,0,0,0,8.96169022910035,9.49525321246535,212
"172",15,"FALL",1993,1157,4.80760945541457,146,1.04901074690199,0.2130398207801,"OTHER",7.5396550089505,63.7643161352521,0.169528818975029,2.24849570403125,8.96169022910035,9.49525321246535,212
"173",15,"FALL",1993,1157,0.00576300574429469,146,3.70558683752574e-05,1.05628094440597,"SQUACA",7.5396550089505,0.0764359342364244,0.00100758586262164,0.013363819185699,8.96169022910035,9.49525321246535,212
"174",15,"FALL",1993,1157,0,146,0,0,"LOPAME",7.5396550089505,0,0,0,8.96169022910035,9.49525321246535,212
"175",15,"FALL",1994,864,0,122,0,0,"MELAEG",14.3876630022033,0,0,0,10.4326354463816,5.76665013084537,188
"176",15,"FALL",1994,864,0,122,0,0,"PLEAME",14.3876630022033,0,0,0,10.4326354463816,5.76665013084537,188
"177",15,"FALL",1994,864,0.0166015625,122,0.000156066116378742,0.752497994681611,"LOPAME",14.3876630022033,0.115387485079806,0.00226206141571871,0.0157222296308463,10.4326354463816,5.76665013084537,188
"178",15,"FALL",1994,864,11.753369804378,122,21.7083657187101,0.396415989835417,"OTHER",14.3876630022033,81.6906109253331,0.843652591826407,5.86372221602087,10.4326354463816,5.76665013084537,188
"179",15,"FALL",1994,864,0.629950529559609,122,0.180282742118951,0.674016661342572,"MERBIL",14.3876630022033,4.37840759450052,0.0768824399825508,0.534363641758758,10.4326354463816,5.76665013084537,188
"180",15,"FALL",1994,864,0.0288818359375,122,0.000887974617602847,1.03175237973809,"SQUACA",14.3876630022033,0.20074028654325,0.00539573182141384,0.0375024896022903,10.4326354463816,5.76665013084537,188
"181",15,"FALL",1994,864,1.94921641268533,122,0.764918907512016,0.448691289390225,"CLUHAR",14.3876630022033,13.5478320029239,0.15836447973904,1.10069633765254,10.4326354463816,5.76665013084537,188
